"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"modelo_base.nlogox"
"experimento-4-positiva"
"02/01/2026 19:37:21:265 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-53","53","-5","4"
"[run number]","learning-rate","percent-option-B","agents-updated-per-tick","confidence-threshold","spatial-interactions?","influence-type","[step]","pref-A","pref-B"
"248","0.08","39","5","0.5","false","positive","259","656","414"
"253","0.08","39","5","0.5","false","positive","166","646","424"
"250","0.08","39","5","0.5","false","positive","259","665","405"
"257","0.08","39","5","0.5","false","positive","69","651","419"
"251","0.08","39","5","0.5","false","positive","259","658","412"
"256","0.08","39","5","0.5","false","positive","166","663","407"
"258","0.08","39","5","0.5","false","positive","69","655","415"
"254","0.08","39","5","0.5","false","positive","259","659","411"
"255","0.08","39","5","0.5","false","positive","259","665","405"
"259","0.08","39","5","0.5","false","positive","69","651","419"
"260","0.08","39","5","0.5","false","positive","69","656","414"
"252","0.08","39","5","0.5","false","positive","259","671","399"
"257","0.08","39","5","0.5","false","positive","166","658","412"
"261","0.08","39","5","0.5","false","positive","69","653","417"
"262","0.08","39","5","0.5","false","positive","69","657","413"
"253","0.08","39","5","0.5","false","positive","259","649","421"
"256","0.08","39","5","0.5","false","positive","259","663","407"
"263","0.08","39","5","0.5","false","positive","69","657","413"
"258","0.08","39","5","0.5","false","positive","166","654","416"
"264","0.08","39","5","0.5","false","positive","69","660","410"
"260","0.08","39","5","0.5","false","positive","166","658","412"
"259","0.08","39","5","0.5","false","positive","166","656","414"
"266","0.08","39","5","0.5","false","positive","69","651","419"
"265","0.08","39","5","0.5","false","positive","69","658","412"
"257","0.08","39","5","0.5","false","positive","259","664","406"
"262","0.08","39","5","0.5","false","positive","166","665","405"
"261","0.08","39","5","0.5","false","positive","166","657","413"
"263","0.08","39","5","0.5","false","positive","166","660","410"
"264","0.08","39","5","0.5","false","positive","166","662","408"
"258","0.08","39","5","0.5","false","positive","259","659","411"
"267","0.08","39","5","0.5","false","positive","69","651","419"
"266","0.08","39","5","0.5","false","positive","166","656","414"
"260","0.08","39","5","0.5","false","positive","259","665","405"
"262","0.08","39","5","0.5","false","positive","259","669","401"
"259","0.08","39","5","0.5","false","positive","259","656","414"
"263","0.08","39","5","0.5","false","positive","259","656","414"
"265","0.08","39","5","0.5","false","positive","166","663","407"
"261","0.08","39","5","0.5","false","positive","259","665","405"
"268","0.08","39","5","0.5","false","positive","69","649","421"
"270","0.08","39","5","0.5","false","positive","69","651","419"
"267","0.08","39","5","0.5","false","positive","166","652","418"
"269","0.08","39","5","0.5","false","positive","69","659","411"
"264","0.08","39","5","0.5","false","positive","259","672","398"
"272","0.09","39","5","0.5","false","positive","69","656","414"
"266","0.08","39","5","0.5","false","positive","259","666","404"
"271","0.09","39","5","0.5","false","positive","69","655","415"
"273","0.09","39","5","0.5","false","positive","69","654","416"
"265","0.08","39","5","0.5","false","positive","259","665","405"
"275","0.09","39","5","0.5","false","positive","69","653","417"
"274","0.09","39","5","0.5","false","positive","69","655","415"
"268","0.08","39","5","0.5","false","positive","166","649","421"
"270","0.08","39","5","0.5","false","positive","166","654","416"
"267","0.08","39","5","0.5","false","positive","259","655","415"
"269","0.08","39","5","0.5","false","positive","166","665","405"
"272","0.09","39","5","0.5","false","positive","166","660","410"
"271","0.09","39","5","0.5","false","positive","166","661","409"
"276","0.09","39","5","0.5","false","positive","69","659","411"
"273","0.09","39","5","0.5","false","positive","166","656","414"
"277","0.09","39","5","0.5","false","positive","69","654","416"
"275","0.09","39","5","0.5","false","positive","166","654","416"
"270","0.08","39","5","0.5","false","positive","259","658","412"
"274","0.09","39","5","0.5","false","positive","166","660","410"
"268","0.08","39","5","0.5","false","positive","259","658","412"
"269","0.08","39","5","0.5","false","positive","259","663","407"
"272","0.09","39","5","0.5","false","positive","259","668","402"
"271","0.09","39","5","0.5","false","positive","259","665","405"
"276","0.09","39","5","0.5","false","positive","166","665","405"
"277","0.09","39","5","0.5","false","positive","166","653","417"
"273","0.09","39","5","0.5","false","positive","259","659","411"
"278","0.09","39","5","0.5","false","positive","69","648","422"
"279","0.09","39","5","0.5","false","positive","69","660","410"
"275","0.09","39","5","0.5","false","positive","259","662","408"
"281","0.09","39","5","0.5","false","positive","69","657","413"
"280","0.09","39","5","0.5","false","positive","69","652","418"
"274","0.09","39","5","0.5","false","positive","259","665","405"
"283","0.09","39","5","0.5","false","positive","69","649","421"
"284","0.09","39","5","0.5","false","positive","69","658","412"
"277","0.09","39","5","0.5","false","positive","259","652","418"
"276","0.09","39","5","0.5","false","positive","259","669","401"
"278","0.09","39","5","0.5","false","positive","166","652","418"
"281","0.09","39","5","0.5","false","positive","166","655","415"
"279","0.09","39","5","0.5","false","positive","166","662","408"
"285","0.09","39","5","0.5","false","positive","69","655","415"
"280","0.09","39","5","0.5","false","positive","166","656","414"
"286","0.09","39","5","0.5","false","positive","69","653","417"
"287","0.09","39","5","0.5","false","positive","69","653","417"
"282","0.09","39","5","0.5","false","positive","69","658","412"
"284","0.09","39","5","0.5","false","positive","166","662","408"
"283","0.09","39","5","0.5","false","positive","166","650","420"
"278","0.09","39","5","0.5","false","positive","259","657","413"
"281","0.09","39","5","0.5","false","positive","259","662","408"
"279","0.09","39","5","0.5","false","positive","259","669","401"
"285","0.09","39","5","0.5","false","positive","166","653","417"
"280","0.09","39","5","0.5","false","positive","259","659","411"
"286","0.09","39","5","0.5","false","positive","166","658","412"
"288","0.09","39","5","0.5","false","positive","69","651","419"
"284","0.09","39","5","0.5","false","positive","259","660","410"
"287","0.09","39","5","0.5","false","positive","166","653","417"
"282","0.09","39","5","0.5","false","positive","166","659","411"
"289","0.09","39","5","0.5","false","positive","69","656","414"
"283","0.09","39","5","0.5","false","positive","259","656","414"
"290","0.09","39","5","0.5","false","positive","69","653","417"
"291","0.09","39","5","0.5","false","positive","69","654","416"
"292","0.09","39","5","0.5","false","positive","69","655","415"
"285","0.09","39","5","0.5","false","positive","259","670","400"
"286","0.09","39","5","0.5","false","positive","259","666","404"
"288","0.09","39","5","0.5","false","positive","166","656","414"
"293","0.09","39","5","0.5","false","positive","69","654","416"
"289","0.09","39","5","0.5","false","positive","166","657","413"
"287","0.09","39","5","0.5","false","positive","259","656","414"
"282","0.09","39","5","0.5","false","positive","259","661","409"
"295","0.09","39","5","0.5","false","positive","69","651","419"
"290","0.09","39","5","0.5","false","positive","166","656","414"
"294","0.09","39","5","0.5","false","positive","69","652","418"
"291","0.09","39","5","0.5","false","positive","166","657","413"
"292","0.09","39","5","0.5","false","positive","166","653","417"
"288","0.09","39","5","0.5","false","positive","259","659","411"
"296","0.09","39","5","0.5","false","positive","69","648","422"
"293","0.09","39","5","0.5","false","positive","166","656","414"
"297","0.09","39","5","0.5","false","positive","69","657","413"
"289","0.09","39","5","0.5","false","positive","259","665","405"
"295","0.09","39","5","0.5","false","positive","166","643","427"
"298","0.09","39","5","0.5","false","positive","69","652","418"
"290","0.09","39","5","0.5","false","positive","259","665","405"
"294","0.09","39","5","0.5","false","positive","166","653","417"
"292","0.09","39","5","0.5","false","positive","259","651","419"
"291","0.09","39","5","0.5","false","positive","259","656","414"
"299","0.09","39","5","0.5","false","positive","69","653","417"
"293","0.09","39","5","0.5","false","positive","259","655","415"
"296","0.09","39","5","0.5","false","positive","166","657","413"
"297","0.09","39","5","0.5","false","positive","166","660","410"
"301","0.1","39","5","0.5","false","positive","69","652","418"
"295","0.09","39","5","0.5","false","positive","259","646","424"
"300","0.09","39","5","0.5","false","positive","69","649","421"
"302","0.1","39","5","0.5","false","positive","69","658","412"
"298","0.09","39","5","0.5","false","positive","166","650","420"
"299","0.09","39","5","0.5","false","positive","166","651","419"
"294","0.09","39","5","0.5","false","positive","259","645","425"
"303","0.1","39","5","0.5","false","positive","69","650","420"
"304","0.1","39","5","0.5","false","positive","69","658","412"
"296","0.09","39","5","0.5","false","positive","259","660","410"
"297","0.09","39","5","0.5","false","positive","259","659","411"
"301","0.1","39","5","0.5","false","positive","166","652","418"
"300","0.09","39","5","0.5","false","positive","166","648","422"
"302","0.1","39","5","0.5","false","positive","166","659","411"
"298","0.09","39","5","0.5","false","positive","259","653","417"
"305","0.1","39","5","0.5","false","positive","69","651","419"
"299","0.09","39","5","0.5","false","positive","259","650","420"
"303","0.1","39","5","0.5","false","positive","166","651","419"
"304","0.1","39","5","0.5","false","positive","166","658","412"
"307","0.1","39","5","0.5","false","positive","69","658","412"
"306","0.1","39","5","0.5","false","positive","69","645","425"
"308","0.1","39","5","0.5","false","positive","69","652","418"
"301","0.1","39","5","0.5","false","positive","259","657","413"
"309","0.1","39","5","0.5","false","positive","69","654","416"
"300","0.09","39","5","0.5","false","positive","259","651","419"
"302","0.1","39","5","0.5","false","positive","259","668","402"
"305","0.1","39","5","0.5","false","positive","166","652","418"
"310","0.1","39","5","0.5","false","positive","69","658","412"
"304","0.1","39","5","0.5","false","positive","259","668","402"
"308","0.1","39","5","0.5","false","positive","166","650","420"
"303","0.1","39","5","0.5","false","positive","259","661","409"
"307","0.1","39","5","0.5","false","positive","166","666","404"
"306","0.1","39","5","0.5","false","positive","166","647","423"
"311","0.1","39","5","0.5","false","positive","69","647","423"
"309","0.1","39","5","0.5","false","positive","166","663","407"
"312","0.1","39","5","0.5","false","positive","69","657","413"
"313","0.1","39","5","0.5","false","positive","69","664","406"
"310","0.1","39","5","0.5","false","positive","166","661","409"
"305","0.1","39","5","0.5","false","positive","259","656","414"
"314","0.1","39","5","0.5","false","positive","69","655","415"
"308","0.1","39","5","0.5","false","positive","259","657","413"
"307","0.1","39","5","0.5","false","positive","259","667","403"
"309","0.1","39","5","0.5","false","positive","259","668","402"
"311","0.1","39","5","0.5","false","positive","166","661","409"
"306","0.1","39","5","0.5","false","positive","259","653","417"
"312","0.1","39","5","0.5","false","positive","166","653","417"
"313","0.1","39","5","0.5","false","positive","166","670","400"
"315","0.1","39","5","0.5","false","positive","69","655","415"
"316","0.1","39","5","0.5","false","positive","69","660","410"
"310","0.1","39","5","0.5","false","positive","259","667","403"
"314","0.1","39","5","0.5","false","positive","166","655","415"
"317","0.1","39","5","0.5","false","positive","69","655","415"
"318","0.1","39","5","0.5","false","positive","69","646","424"
"319","0.1","39","5","0.5","false","positive","69","653","417"
"311","0.1","39","5","0.5","false","positive","259","665","405"
"320","0.1","39","5","0.5","false","positive","69","656","414"
"312","0.1","39","5","0.5","false","positive","259","659","411"
"313","0.1","39","5","0.5","false","positive","259","671","399"
"316","0.1","39","5","0.5","false","positive","166","662","408"
"315","0.1","39","5","0.5","false","positive","166","662","408"
"314","0.1","39","5","0.5","false","positive","259","655","415"
"318","0.1","39","5","0.5","false","positive","166","654","416"
"317","0.1","39","5","0.5","false","positive","166","647","423"
"322","0.1","39","5","0.5","false","positive","69","656","414"
"321","0.1","39","5","0.5","false","positive","69","661","409"
"319","0.1","39","5","0.5","false","positive","166","655","415"
"323","0.1","39","5","0.5","false","positive","69","657","413"
"320","0.1","39","5","0.5","false","positive","166","662","408"
"316","0.1","39","5","0.5","false","positive","259","665","405"
"324","0.1","39","5","0.5","false","positive","69","659","411"
"315","0.1","39","5","0.5","false","positive","259","663","407"
"318","0.1","39","5","0.5","false","positive","259","665","405"
"317","0.1","39","5","0.5","false","positive","259","643","427"
"323","0.1","39","5","0.5","false","positive","166","655","415"
"321","0.1","39","5","0.5","false","positive","166","669","401"
"322","0.1","39","5","0.5","false","positive","166","656","414"
"319","0.1","39","5","0.5","false","positive","259","664","406"
"320","0.1","39","5","0.5","false","positive","259","669","401"
"325","0.1","39","5","0.5","false","positive","69","653","417"
"327","0.1","39","5","0.5","false","positive","69","653","417"
"326","0.1","39","5","0.5","false","positive","69","651","419"
"324","0.1","39","5","0.5","false","positive","166","660","410"
"328","0.1","39","5","0.5","false","positive","69","650","420"
"329","0.1","39","5","0.5","false","positive","69","655","415"
"323","0.1","39","5","0.5","false","positive","259","665","405"
"330","0.1","39","5","0.5","false","positive","69","652","418"
"321","0.1","39","5","0.5","false","positive","259","677","393"
"322","0.1","39","5","0.5","false","positive","259","666","404"
"325","0.1","39","5","0.5","false","positive","166","662","408"
"327","0.1","39","5","0.5","false","positive","166","650","420"
"331","0.11","39","5","0.5","false","positive","69","652","418"
"326","0.1","39","5","0.5","false","positive","166","658","412"
"324","0.1","39","5","0.5","false","positive","259","668","402"
"329","0.1","39","5","0.5","false","positive","166","661","409"
"332","0.11","39","5","0.5","false","positive","69","654","416"
"328","0.1","39","5","0.5","false","positive","166","652","418"
"333","0.11","39","5","0.5","false","positive","69","655","415"
"330","0.1","39","5","0.5","false","positive","166","656","414"
"325","0.1","39","5","0.5","false","positive","259","668","402"
"327","0.1","39","5","0.5","false","positive","259","654","416"
"331","0.11","39","5","0.5","false","positive","166","652","418"
"334","0.11","39","5","0.5","false","positive","69","654","416"
"326","0.1","39","5","0.5","false","positive","259","666","404"
"329","0.1","39","5","0.5","false","positive","259","664","406"
"335","0.11","39","5","0.5","false","positive","69","657","413"
"332","0.11","39","5","0.5","false","positive","166","660","410"
"336","0.11","39","5","0.5","false","positive","69","651","419"
"328","0.1","39","5","0.5","false","positive","259","652","418"
"333","0.11","39","5","0.5","false","positive","166","658","412"
"330","0.1","39","5","0.5","false","positive","259","654","416"
"331","0.11","39","5","0.5","false","positive","259","648","422"
"338","0.11","39","5","0.5","false","positive","69","652","418"
"334","0.11","39","5","0.5","false","positive","166","659","411"
"337","0.11","39","5","0.5","false","positive","69","653","417"
"339","0.11","39","5","0.5","false","positive","69","653","417"
"335","0.11","39","5","0.5","false","positive","166","660","410"
"340","0.11","39","5","0.5","false","positive","69","658","412"
"336","0.11","39","5","0.5","false","positive","166","656","414"
"341","0.11","39","5","0.5","false","positive","69","653","417"
"332","0.11","39","5","0.5","false","positive","259","664","406"
"333","0.11","39","5","0.5","false","positive","259","663","407"
"338","0.11","39","5","0.5","false","positive","166","657","413"
"337","0.11","39","5","0.5","false","positive","166","655","415"
"334","0.11","39","5","0.5","false","positive","259","656","414"
"335","0.11","39","5","0.5","false","positive","259","671","399"
"342","0.11","39","5","0.5","false","positive","69","659","411"
"339","0.11","39","5","0.5","false","positive","166","649","421"
"341","0.11","39","5","0.5","false","positive","166","663","407"
"336","0.11","39","5","0.5","false","positive","259","654","416"
"343","0.11","39","5","0.5","false","positive","69","644","426"
"340","0.11","39","5","0.5","false","positive","166","665","405"
"338","0.11","39","5","0.5","false","positive","259","666","404"
"344","0.11","39","5","0.5","false","positive","69","644","426"
"345","0.11","39","5","0.5","false","positive","69","661","409"
"346","0.11","39","5","0.5","false","positive","69","658","412"
"337","0.11","39","5","0.5","false","positive","259","668","402"
"342","0.11","39","5","0.5","false","positive","166","665","405"
"341","0.11","39","5","0.5","false","positive","259","669","401"
"339","0.11","39","5","0.5","false","positive","259","655","415"
"343","0.11","39","5","0.5","false","positive","166","652","418"
"347","0.11","39","5","0.5","false","positive","69","645","425"
"340","0.11","39","5","0.5","false","positive","259","676","394"
"344","0.11","39","5","0.5","false","positive","166","649","421"
"346","0.11","39","5","0.5","false","positive","166","661","409"
"345","0.11","39","5","0.5","false","positive","166","664","406"
"349","0.11","39","5","0.5","false","positive","69","656","414"
"348","0.11","39","5","0.5","false","positive","69","662","408"
"350","0.11","39","5","0.5","false","positive","69","663","407"
"351","0.11","39","5","0.5","false","positive","69","662","408"
"342","0.11","39","5","0.5","false","positive","259","669","401"
"347","0.11","39","5","0.5","false","positive","166","656","414"
"343","0.11","39","5","0.5","false","positive","259","657","413"
"344","0.11","39","5","0.5","false","positive","259","656","414"
"346","0.11","39","5","0.5","false","positive","259","668","402"
"349","0.11","39","5","0.5","false","positive","166","660","410"
"352","0.11","39","5","0.5","false","positive","69","655","415"
"345","0.11","39","5","0.5","false","positive","259","670","400"
"350","0.11","39","5","0.5","false","positive","166","670","400"
"348","0.11","39","5","0.5","false","positive","166","668","402"
"353","0.11","39","5","0.5","false","positive","69","653","417"
"354","0.11","39","5","0.5","false","positive","69","657","413"
"347","0.11","39","5","0.5","false","positive","259","659","411"
"351","0.11","39","5","0.5","false","positive","166","663","407"
"355","0.11","39","5","0.5","false","positive","69","657","413"
"349","0.11","39","5","0.5","false","positive","259","672","398"
"356","0.11","39","5","0.5","false","positive","69","660","410"
"357","0.11","39","5","0.5","false","positive","69","655","415"
"352","0.11","39","5","0.5","false","positive","166","651","419"
"348","0.11","39","5","0.5","false","positive","259","667","403"
"354","0.11","39","5","0.5","false","positive","166","666","404"
"353","0.11","39","5","0.5","false","positive","166","666","404"
"355","0.11","39","5","0.5","false","positive","166","662","408"
"358","0.11","39","5","0.5","false","positive","69","649","421"
"356","0.11","39","5","0.5","false","positive","166","662","408"
"357","0.11","39","5","0.5","false","positive","166","656","414"
"359","0.11","39","5","0.5","false","positive","69","660","410"
"352","0.11","39","5","0.5","false","positive","259","663","407"
"354","0.11","39","5","0.5","false","positive","259","665","405"
"350","0.11","39","5","0.5","false","positive","259","678","392"
"355","0.11","39","5","0.5","false","positive","259","668","402"
"358","0.11","39","5","0.5","false","positive","166","649","421"
"353","0.11","39","5","0.5","false","positive","259","665","405"
"351","0.11","39","5","0.5","false","positive","259","668","402"
"360","0.11","39","5","0.5","false","positive","69","663","407"
"357","0.11","39","5","0.5","false","positive","259","666","404"
"356","0.11","39","5","0.5","false","positive","259","666","404"
"361","0.12","39","5","0.5","false","positive","69","649","421"
"362","0.12","39","5","0.5","false","positive","69","657","413"
"363","0.12","39","5","0.5","false","positive","69","653","417"
"359","0.11","39","5","0.5","false","positive","166","667","403"
"364","0.12","39","5","0.5","false","positive","69","652","418"
"358","0.11","39","5","0.5","false","positive","259","658","412"
"365","0.12","39","5","0.5","false","positive","69","655","415"
"367","0.12","39","5","0.5","false","positive","69","659","411"
"361","0.12","39","5","0.5","false","positive","166","651","419"
"360","0.11","39","5","0.5","false","positive","166","664","406"
"363","0.12","39","5","0.5","false","positive","166","654","416"
"368","0.12","39","5","0.5","false","positive","69","659","411"
"362","0.12","39","5","0.5","false","positive","166","665","405"
"364","0.12","39","5","0.5","false","positive","166","655","415"
"359","0.11","39","5","0.5","false","positive","259","673","397"
"365","0.12","39","5","0.5","false","positive","166","662","408"
"366","0.12","39","5","0.5","false","positive","69","649","421"
"361","0.12","39","5","0.5","false","positive","259","657","413"
"360","0.11","39","5","0.5","false","positive","259","674","396"
"363","0.12","39","5","0.5","false","positive","259","660","410"
"369","0.12","39","5","0.5","false","positive","69","654","416"
"368","0.12","39","5","0.5","false","positive","166","661","409"
"364","0.12","39","5","0.5","false","positive","259","660","410"
"365","0.12","39","5","0.5","false","positive","259","668","402"
"370","0.12","39","5","0.5","false","positive","69","652","418"
"372","0.12","39","5","0.5","false","positive","69","647","423"
"371","0.12","39","5","0.5","false","positive","69","654","416"
"366","0.12","39","5","0.5","false","positive","166","657","413"
"367","0.12","39","5","0.5","false","positive","166","665","405"
"368","0.12","39","5","0.5","false","positive","259","674","396"
"373","0.12","39","5","0.5","false","positive","69","651","419"
"362","0.12","39","5","0.5","false","positive","259","669","401"
"369","0.12","39","5","0.5","false","positive","166","651","419"
"374","0.12","39","5","0.5","false","positive","69","651","419"
"370","0.12","39","5","0.5","false","positive","166","660","410"
"372","0.12","39","5","0.5","false","positive","166","649","421"
"375","0.12","39","5","0.5","false","positive","69","651","419"
"371","0.12","39","5","0.5","false","positive","166","658","412"
"366","0.12","39","5","0.5","false","positive","259","659","411"
"376","0.12","39","5","0.5","false","positive","69","651","419"
"367","0.12","39","5","0.5","false","positive","259","685","385"
"373","0.12","39","5","0.5","false","positive","166","660","410"
"369","0.12","39","5","0.5","false","positive","259","657","413"
"377","0.12","39","5","0.5","false","positive","69","658","412"
"374","0.12","39","5","0.5","false","positive","166","654","416"
"372","0.12","39","5","0.5","false","positive","259","654","416"
"375","0.12","39","5","0.5","false","positive","166","649","421"
"370","0.12","39","5","0.5","false","positive","259","661","409"
"371","0.12","39","5","0.5","false","positive","259","661","409"
"378","0.12","39","5","0.5","false","positive","69","657","413"
"376","0.12","39","5","0.5","false","positive","166","656","414"
"379","0.12","39","5","0.5","false","positive","69","645","425"
"380","0.12","39","5","0.5","false","positive","69","652","418"
"373","0.12","39","5","0.5","false","positive","259","663","407"
"381","0.12","39","5","0.5","false","positive","69","653","417"
"377","0.12","39","5","0.5","false","positive","166","662","408"
"375","0.12","39","5","0.5","false","positive","259","654","416"
"382","0.12","39","5","0.5","false","positive","69","652","418"
"374","0.12","39","5","0.5","false","positive","259","662","408"
"376","0.12","39","5","0.5","false","positive","259","658","412"
"383","0.12","39","5","0.5","false","positive","69","660","410"
"379","0.12","39","5","0.5","false","positive","166","653","417"
"380","0.12","39","5","0.5","false","positive","166","661","409"
"384","0.12","39","5","0.5","false","positive","69","656","414"
"377","0.12","39","5","0.5","false","positive","259","673","397"
"378","0.12","39","5","0.5","false","positive","166","662","408"
"385","0.12","39","5","0.5","false","positive","69","659","411"
"382","0.12","39","5","0.5","false","positive","166","655","415"
"386","0.12","39","5","0.5","false","positive","69","657","413"
"381","0.12","39","5","0.5","false","positive","166","660","410"
"387","0.12","39","5","0.5","false","positive","69","649","421"
"380","0.12","39","5","0.5","false","positive","259","660","410"
"379","0.12","39","5","0.5","false","positive","259","651","419"
"383","0.12","39","5","0.5","false","positive","166","659","411"
"384","0.12","39","5","0.5","false","positive","166","658","412"
"378","0.12","39","5","0.5","false","positive","259","669","401"
"385","0.12","39","5","0.5","false","positive","166","667","403"
"382","0.12","39","5","0.5","false","positive","259","654","416"
"388","0.12","39","5","0.5","false","positive","69","657","413"
"381","0.12","39","5","0.5","false","positive","259","657","413"
"389","0.12","39","5","0.5","false","positive","69","652","418"
"387","0.12","39","5","0.5","false","positive","166","653","417"
"390","0.12","39","5","0.5","false","positive","69","659","411"
"383","0.12","39","5","0.5","false","positive","259","664","406"
"384","0.12","39","5","0.5","false","positive","259","662","408"
"391","0.13","39","5","0.5","false","positive","69","658","412"
"392","0.13","39","5","0.5","false","positive","69","648","422"
"385","0.12","39","5","0.5","false","positive","259","674","396"
"393","0.13","39","5","0.5","false","positive","69","653","417"
"394","0.13","39","5","0.5","false","positive","69","652","418"
"389","0.12","39","5","0.5","false","positive","166","653","417"
"387","0.12","39","5","0.5","false","positive","259","656","414"
"386","0.12","39","5","0.5","false","positive","166","659","411"
"390","0.12","39","5","0.5","false","positive","166","660","410"
"395","0.13","39","5","0.5","false","positive","69","660","410"
"391","0.13","39","5","0.5","false","positive","166","665","405"
"392","0.13","39","5","0.5","false","positive","166","650","420"
"396","0.13","39","5","0.5","false","positive","69","657","413"
"388","0.12","39","5","0.5","false","positive","166","643","427"
"394","0.13","39","5","0.5","false","positive","166","663","407"
"393","0.13","39","5","0.5","false","positive","166","662","408"
"389","0.12","39","5","0.5","false","positive","259","657","413"
"386","0.12","39","5","0.5","false","positive","259","662","408"
"390","0.12","39","5","0.5","false","positive","259","673","397"
"395","0.13","39","5","0.5","false","positive","166","660","410"
"391","0.13","39","5","0.5","false","positive","259","673","397"
"392","0.13","39","5","0.5","false","positive","259","663","407"
"396","0.13","39","5","0.5","false","positive","166","666","404"
"397","0.13","39","5","0.5","false","positive","69","653","417"
"398","0.13","39","5","0.5","false","positive","69","653","417"
"399","0.13","39","5","0.5","false","positive","69","650","420"
"388","0.12","39","5","0.5","false","positive","259","654","416"
"393","0.13","39","5","0.5","false","positive","259","665","405"
"400","0.13","39","5","0.5","false","positive","69","653","417"
"401","0.13","39","5","0.5","false","positive","69","653","417"
"395","0.13","39","5","0.5","false","positive","259","668","402"
"402","0.13","39","5","0.5","false","positive","69","657","413"
"396","0.13","39","5","0.5","false","positive","259","666","404"
"403","0.13","39","5","0.5","false","positive","69","652","418"
"398","0.13","39","5","0.5","false","positive","166","660","410"
"397","0.13","39","5","0.5","false","positive","166","662","408"
"399","0.13","39","5","0.5","false","positive","166","654","416"
"404","0.13","39","5","0.5","false","positive","69","649","421"
"394","0.13","39","5","0.5","false","positive","259","669","401"
"401","0.13","39","5","0.5","false","positive","166","662","408"
"405","0.13","39","5","0.5","false","positive","69","655","415"
"400","0.13","39","5","0.5","false","positive","166","653","417"
"402","0.13","39","5","0.5","false","positive","166","656","414"
"406","0.13","39","5","0.5","false","positive","69","658","412"
"403","0.13","39","5","0.5","false","positive","166","661","409"
"397","0.13","39","5","0.5","false","positive","259","659","411"
"398","0.13","39","5","0.5","false","positive","259","665","405"
"399","0.13","39","5","0.5","false","positive","259","667","403"
"401","0.13","39","5","0.5","false","positive","259","673","397"
"405","0.13","39","5","0.5","false","positive","166","661","409"
"404","0.13","39","5","0.5","false","positive","166","655","415"
"400","0.13","39","5","0.5","false","positive","259","668","402"
"402","0.13","39","5","0.5","false","positive","259","650","420"
"406","0.13","39","5","0.5","false","positive","166","666","404"
"410","0.13","39","5","0.5","false","positive","69","648","422"
"408","0.13","39","5","0.5","false","positive","69","657","413"
"409","0.13","39","5","0.5","false","positive","69","657","413"
"407","0.13","39","5","0.5","false","positive","69","661","409"
"403","0.13","39","5","0.5","false","positive","259","666","404"
"412","0.13","39","5","0.5","false","positive","69","656","414"
"411","0.13","39","5","0.5","false","positive","69","652","418"
"405","0.13","39","5","0.5","false","positive","259","660","410"
"404","0.13","39","5","0.5","false","positive","259","673","397"
"406","0.13","39","5","0.5","false","positive","259","679","391"
"410","0.13","39","5","0.5","false","positive","166","648","422"
"413","0.13","39","5","0.5","false","positive","69","651","419"
"414","0.13","39","5","0.5","false","positive","69","658","412"
"408","0.13","39","5","0.5","false","positive","166","665","405"
"412","0.13","39","5","0.5","false","positive","166","668","402"
"409","0.13","39","5","0.5","false","positive","166","655","415"
"407","0.13","39","5","0.5","false","positive","166","667","403"
"415","0.13","39","5","0.5","false","positive","69","656","414"
"411","0.13","39","5","0.5","false","positive","166","664","406"
"416","0.13","39","5","0.5","false","positive","69","649","421"
"410","0.13","39","5","0.5","false","positive","259","665","405"
"414","0.13","39","5","0.5","false","positive","166","660","410"
"413","0.13","39","5","0.5","false","positive","166","668","402"
"408","0.13","39","5","0.5","false","positive","259","666","404"
"409","0.13","39","5","0.5","false","positive","259","663","407"
"415","0.13","39","5","0.5","false","positive","166","665","405"
"407","0.13","39","5","0.5","false","positive","259","682","388"
"416","0.13","39","5","0.5","false","positive","166","650","420"
"411","0.13","39","5","0.5","false","positive","259","673","397"
"417","0.13","39","5","0.5","false","positive","69","650","420"
"418","0.13","39","5","0.5","false","positive","69","657","413"
"414","0.13","39","5","0.5","false","positive","259","667","403"
"419","0.13","39","5","0.5","false","positive","69","654","416"
"413","0.13","39","5","0.5","false","positive","259","672","398"
"421","0.14","39","5","0.5","false","positive","69","655","415"
"420","0.13","39","5","0.5","false","positive","69","650","420"
"415","0.13","39","5","0.5","false","positive","259","677","393"
"417","0.13","39","5","0.5","false","positive","166","657","413"
"412","0.13","39","5","0.5","false","positive","259","681","389"
"422","0.14","39","5","0.5","false","positive","69","655","415"
"423","0.14","39","5","0.5","false","positive","69","664","406"
"418","0.13","39","5","0.5","false","positive","166","665","405"
"419","0.13","39","5","0.5","false","positive","166","658","412"
"424","0.14","39","5","0.5","false","positive","69","646","424"
"421","0.14","39","5","0.5","false","positive","166","655","415"
"425","0.14","39","5","0.5","false","positive","69","644","426"
"420","0.13","39","5","0.5","false","positive","166","655","415"
"417","0.13","39","5","0.5","false","positive","259","664","406"
"422","0.14","39","5","0.5","false","positive","166","656","414"
"423","0.14","39","5","0.5","false","positive","166","673","397"
"418","0.13","39","5","0.5","false","positive","259","662","408"
"416","0.13","39","5","0.5","false","positive","259","650","420"
"424","0.14","39","5","0.5","false","positive","166","660","410"
"419","0.13","39","5","0.5","false","positive","259","663","407"
"426","0.14","39","5","0.5","false","positive","69","654","416"
