"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"modelo_base.nlogox"
"negative-influence-voting"
"01/20/2026 11:28:52:023 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","learning-rate","percent-option-B","confidence-threshold","influence-type","[step]","pref-A","pref-B"
"19","0.2","39","0.2","negative","47700","232","209"
"25","0.2","39","0.3","negative","42600","226","215"
"22","0.2","39","0.3","negative","45200","228","213"
"21","0.2","39","0.3","negative","47600","239","202"
"20","0.2","39","0.2","negative","47900","230","211"
"24","0.2","39","0.3","negative","45700","239","202"
"23","0.2","39","0.3","negative","45500","238","203"
"19","0.2","39","0.2","negative","47800","232","209"
"25","0.2","39","0.3","negative","42700","226","215"
"22","0.2","39","0.3","negative","45300","228","213"
"21","0.2","39","0.3","negative","47700","239","202"
"20","0.2","39","0.2","negative","48000","230","211"
"24","0.2","39","0.3","negative","45800","239","202"
"23","0.2","39","0.3","negative","45600","238","203"
"19","0.2","39","0.2","negative","47900","232","209"
"25","0.2","39","0.3","negative","42800","226","215"
"22","0.2","39","0.3","negative","45400","228","213"
"21","0.2","39","0.3","negative","47800","239","202"
"20","0.2","39","0.2","negative","48100","230","211"
"24","0.2","39","0.3","negative","45900","239","202"
"23","0.2","39","0.3","negative","45700","238","203"
"19","0.2","39","0.2","negative","48000","232","209"
"25","0.2","39","0.3","negative","42900","226","215"
"22","0.2","39","0.3","negative","45500","228","213"
"21","0.2","39","0.3","negative","47900","239","202"
"20","0.2","39","0.2","negative","48200","230","211"
"24","0.2","39","0.3","negative","46000","239","202"
"23","0.2","39","0.3","negative","45800","238","203"
"19","0.2","39","0.2","negative","48100","232","209"
"22","0.2","39","0.3","negative","45600","228","213"
"21","0.2","39","0.3","negative","48000","239","202"
"20","0.2","39","0.2","negative","48300","230","211"
"24","0.2","39","0.3","negative","46100","239","202"
"23","0.2","39","0.3","negative","45900","238","203"
"19","0.2","39","0.2","negative","48200","232","209"
"22","0.2","39","0.3","negative","45700","228","213"
"21","0.2","39","0.3","negative","48100","239","202"
"20","0.2","39","0.2","negative","48400","230","211"
"24","0.2","39","0.3","negative","46200","239","202"
"23","0.2","39","0.3","negative","46000","238","203"
"19","0.2","39","0.2","negative","48300","232","209"
"22","0.2","39","0.3","negative","45800","228","213"
"21","0.2","39","0.3","negative","48200","239","202"
"20","0.2","39","0.2","negative","48500","230","211"
"24","0.2","39","0.3","negative","46300","239","202"
"25","0.2","39","0.3","negative","43000","226","215"
"23","0.2","39","0.3","negative","46100","238","203"
"19","0.2","39","0.2","negative","48400","232","209"
"22","0.2","39","0.3","negative","45900","228","213"
"21","0.2","39","0.3","negative","48300","239","202"
"24","0.2","39","0.3","negative","46400","239","202"
"20","0.2","39","0.2","negative","48600","230","211"
"25","0.2","39","0.3","negative","43100","226","215"
"23","0.2","39","0.3","negative","46200","238","203"
"19","0.2","39","0.2","negative","48500","232","209"
"22","0.2","39","0.3","negative","46000","228","213"
"21","0.2","39","0.3","negative","48400","239","202"
"24","0.2","39","0.3","negative","46500","239","202"
"20","0.2","39","0.2","negative","48700","230","211"
"25","0.2","39","0.3","negative","43200","226","215"
"23","0.2","39","0.3","negative","46300","238","203"
"19","0.2","39","0.2","negative","48600","232","209"
"22","0.2","39","0.3","negative","46100","228","213"
"21","0.2","39","0.3","negative","48500","239","202"
"24","0.2","39","0.3","negative","46600","239","202"
"25","0.2","39","0.3","negative","43300","226","215"
"20","0.2","39","0.2","negative","48800","230","211"
"23","0.2","39","0.3","negative","46400","238","203"
"19","0.2","39","0.2","negative","48700","232","209"
"22","0.2","39","0.3","negative","46200","228","213"
"21","0.2","39","0.3","negative","48600","239","202"
"24","0.2","39","0.3","negative","46700","239","202"
"25","0.2","39","0.3","negative","43400","226","215"
"20","0.2","39","0.2","negative","48900","230","211"
"23","0.2","39","0.3","negative","46500","238","203"
"22","0.2","39","0.3","negative","46300","228","213"
"19","0.2","39","0.2","negative","48800","232","209"
"21","0.2","39","0.3","negative","48700","239","202"
"24","0.2","39","0.3","negative","46800","239","202"
"25","0.2","39","0.3","negative","43500","226","215"
"23","0.2","39","0.3","negative","46600","238","203"
"20","0.2","39","0.2","negative","49000","230","211"
"22","0.2","39","0.3","negative","46400","228","213"
"19","0.2","39","0.2","negative","48900","232","209"
"21","0.2","39","0.3","negative","48800","239","202"
"18","0.2","39","0.2","negative","42800","230","211"
"24","0.2","39","0.3","negative","46900","239","202"
"25","0.2","39","0.3","negative","43600","226","215"
"23","0.2","39","0.3","negative","46700","238","203"
"20","0.2","39","0.2","negative","49100","230","211"
"22","0.2","39","0.3","negative","46500","228","213"
"19","0.2","39","0.2","negative","49000","232","209"
"21","0.2","39","0.3","negative","48900","239","202"
"24","0.2","39","0.3","negative","47000","239","202"
"25","0.2","39","0.3","negative","43700","226","215"
"23","0.2","39","0.3","negative","46800","238","203"
"20","0.2","39","0.2","negative","49200","230","211"
"22","0.2","39","0.3","negative","46600","228","213"
"19","0.2","39","0.2","negative","49100","232","209"
"21","0.2","39","0.3","negative","49000","239","202"
"24","0.2","39","0.3","negative","47100","239","202"
"25","0.2","39","0.3","negative","43800","226","215"
"23","0.2","39","0.3","negative","46900","238","203"
"20","0.2","39","0.2","negative","49300","230","211"
"22","0.2","39","0.3","negative","46700","228","213"
"19","0.2","39","0.2","negative","49200","232","209"
"21","0.2","39","0.3","negative","49100","239","202"
"24","0.2","39","0.3","negative","47200","239","202"
"25","0.2","39","0.3","negative","43900","226","215"
"20","0.2","39","0.2","negative","49400","230","211"
"18","0.2","39","0.2","negative","42900","230","211"
"22","0.2","39","0.3","negative","46800","228","213"
"21","0.2","39","0.3","negative","49200","239","202"
"19","0.2","39","0.2","negative","49300","232","209"
"25","0.2","39","0.3","negative","44000","226","215"
"20","0.2","39","0.2","negative","49500","230","211"
"18","0.2","39","0.2","negative","43000","230","211"
"22","0.2","39","0.3","negative","46900","228","213"
"21","0.2","39","0.3","negative","49300","239","202"
"19","0.2","39","0.2","negative","49400","232","209"
"25","0.2","39","0.3","negative","44100","226","215"
"20","0.2","39","0.2","negative","49600","230","211"
"22","0.2","39","0.3","negative","47000","228","213"
"18","0.2","39","0.2","negative","43100","230","211"
"21","0.2","39","0.3","negative","49400","239","202"
"19","0.2","39","0.2","negative","49500","232","209"
"23","0.2","39","0.3","negative","47000","238","203"
"25","0.2","39","0.3","negative","44200","226","215"
"20","0.2","39","0.2","negative","49700","230","211"
"22","0.2","39","0.3","negative","47100","228","213"
"21","0.2","39","0.3","negative","49500","239","202"
"24","0.2","39","0.3","negative","47300","239","202"
"19","0.2","39","0.2","negative","49600","232","209"
"25","0.2","39","0.3","negative","44300","226","215"
"23","0.2","39","0.3","negative","47100","238","203"
"20","0.2","39","0.2","negative","49800","230","211"
"22","0.2","39","0.3","negative","47200","228","213"
"21","0.2","39","0.3","negative","49600","239","202"
"24","0.2","39","0.3","negative","47400","239","202"
"25","0.2","39","0.3","negative","44400","226","215"
"19","0.2","39","0.2","negative","49700","232","209"
"23","0.2","39","0.3","negative","47200","238","203"
"20","0.2","39","0.2","negative","49900","230","211"
"22","0.2","39","0.3","negative","47300","228","213"
"21","0.2","39","0.3","negative","49700","239","202"
"24","0.2","39","0.3","negative","47500","239","202"
"25","0.2","39","0.3","negative","44500","226","215"
"19","0.2","39","0.2","negative","49800","232","209"
"23","0.2","39","0.3","negative","47300","238","203"
"20","0.2","39","0.2","negative","50000","230","211"
"26","0.2","39","0.3","negative","0","270","171"
"22","0.2","39","0.3","negative","47400","228","213"
"21","0.2","39","0.3","negative","49800","239","202"
"24","0.2","39","0.3","negative","47600","239","202"
"25","0.2","39","0.3","negative","44600","226","215"
"23","0.2","39","0.3","negative","47400","238","203"
"19","0.2","39","0.2","negative","49900","232","209"
"26","0.2","39","0.3","negative","100","270","171"
"22","0.2","39","0.3","negative","47500","228","213"
"24","0.2","39","0.3","negative","47700","239","202"
"21","0.2","39","0.3","negative","49900","239","202"
"25","0.2","39","0.3","negative","44700","226","215"
"19","0.2","39","0.2","negative","50000","232","209"
"23","0.2","39","0.3","negative","47500","238","203"
"27","0.2","39","0.3","negative","0","270","171"
"18","0.2","39","0.2","negative","43200","230","211"
"26","0.2","39","0.3","negative","200","268","173"
"24","0.2","39","0.3","negative","47800","239","202"
"21","0.2","39","0.3","negative","50000","240","201"
"28","0.2","39","0.3","negative","0","270","171"
"25","0.2","39","0.3","negative","44800","226","215"
"23","0.2","39","0.3","negative","47600","238","203"
"27","0.2","39","0.3","negative","100","269","172"
"26","0.2","39","0.3","negative","300","266","175"
"24","0.2","39","0.3","negative","47900","239","202"
"28","0.2","39","0.3","negative","100","270","171"
"25","0.2","39","0.3","negative","44900","226","215"
"27","0.2","39","0.3","negative","200","268","173"
"23","0.2","39","0.3","negative","47700","238","203"
"18","0.2","39","0.2","negative","43300","230","211"
"26","0.2","39","0.3","negative","400","266","175"
"24","0.2","39","0.3","negative","48000","239","202"
"28","0.2","39","0.3","negative","200","267","174"
"25","0.2","39","0.3","negative","45000","226","215"
"23","0.2","39","0.3","negative","47800","238","203"
"26","0.2","39","0.3","negative","500","261","180"
"22","0.2","39","0.3","negative","47600","228","213"
"18","0.2","39","0.2","negative","43400","230","211"
"24","0.2","39","0.3","negative","48100","239","202"
"28","0.2","39","0.3","negative","300","264","177"
"25","0.2","39","0.3","negative","45100","226","215"
"23","0.2","39","0.3","negative","47900","238","203"
"26","0.2","39","0.3","negative","600","260","181"
"22","0.2","39","0.3","negative","47700","228","213"
"24","0.2","39","0.3","negative","48200","239","202"
"28","0.2","39","0.3","negative","400","264","177"
"25","0.2","39","0.3","negative","45200","226","215"
"23","0.2","39","0.3","negative","48000","238","203"
"26","0.2","39","0.3","negative","700","258","183"
"22","0.2","39","0.3","negative","47800","228","213"
"27","0.2","39","0.3","negative","300","265","176"
"24","0.2","39","0.3","negative","48300","239","202"
"28","0.2","39","0.3","negative","500","262","179"
"25","0.2","39","0.3","negative","45300","226","215"
"23","0.2","39","0.3","negative","48100","238","203"
"26","0.2","39","0.3","negative","800","256","185"
"22","0.2","39","0.3","negative","47900","228","213"
"27","0.2","39","0.3","negative","400","263","178"
"24","0.2","39","0.3","negative","48400","239","202"
"28","0.2","39","0.3","negative","600","257","184"
"25","0.2","39","0.3","negative","45400","226","215"
"23","0.2","39","0.3","negative","48200","238","203"
"26","0.2","39","0.3","negative","900","255","186"
"22","0.2","39","0.3","negative","48000","228","213"
"27","0.2","39","0.3","negative","500","262","179"
"24","0.2","39","0.3","negative","48500","239","202"
"28","0.2","39","0.3","negative","700","256","185"
"25","0.2","39","0.3","negative","45500","226","215"
"23","0.2","39","0.3","negative","48300","238","203"
"26","0.2","39","0.3","negative","1000","255","186"
"22","0.2","39","0.3","negative","48100","228","213"
"24","0.2","39","0.3","negative","48600","239","202"
"28","0.2","39","0.3","negative","800","255","186"
"25","0.2","39","0.3","negative","45600","226","215"
"23","0.2","39","0.3","negative","48400","238","203"
"26","0.2","39","0.3","negative","1100","257","184"
"22","0.2","39","0.3","negative","48200","228","213"
"18","0.2","39","0.2","negative","43500","230","211"
"24","0.2","39","0.3","negative","48700","239","202"
"28","0.2","39","0.3","negative","900","255","186"
"25","0.2","39","0.3","negative","45700","226","215"
"23","0.2","39","0.3","negative","48500","238","203"
"26","0.2","39","0.3","negative","1200","258","183"
"22","0.2","39","0.3","negative","48300","228","213"
"24","0.2","39","0.3","negative","48800","239","202"
"28","0.2","39","0.3","negative","1000","250","191"
"25","0.2","39","0.3","negative","45800","226","215"
"23","0.2","39","0.3","negative","48600","238","203"
"27","0.2","39","0.3","negative","600","262","179"
"26","0.2","39","0.3","negative","1300","257","184"
"22","0.2","39","0.3","negative","48400","228","213"
"24","0.2","39","0.3","negative","48900","239","202"
"28","0.2","39","0.3","negative","1100","247","194"
"25","0.2","39","0.3","negative","45900","226","215"
"23","0.2","39","0.3","negative","48700","238","203"
"27","0.2","39","0.3","negative","700","257","184"
"26","0.2","39","0.3","negative","1400","257","184"
"22","0.2","39","0.3","negative","48500","228","213"
"24","0.2","39","0.3","negative","49000","239","202"
"28","0.2","39","0.3","negative","1200","249","192"
"25","0.2","39","0.3","negative","46000","226","215"
"23","0.2","39","0.3","negative","48800","238","203"
"27","0.2","39","0.3","negative","800","257","184"
"26","0.2","39","0.3","negative","1500","257","184"
"22","0.2","39","0.3","negative","48600","228","213"
"24","0.2","39","0.3","negative","49100","239","202"
"28","0.2","39","0.3","negative","1300","248","193"
"25","0.2","39","0.3","negative","46100","226","215"
"23","0.2","39","0.3","negative","48900","238","203"
"27","0.2","39","0.3","negative","900","253","188"
"26","0.2","39","0.3","negative","1600","257","184"
"24","0.2","39","0.3","negative","49200","239","202"
"22","0.2","39","0.3","negative","48700","228","213"
"28","0.2","39","0.3","negative","1400","246","195"
"25","0.2","39","0.3","negative","46200","226","215"
"23","0.2","39","0.3","negative","49000","238","203"
"27","0.2","39","0.3","negative","1000","256","185"
"26","0.2","39","0.3","negative","1700","255","186"
"24","0.2","39","0.3","negative","49300","239","202"
"22","0.2","39","0.3","negative","48800","228","213"
"28","0.2","39","0.3","negative","1500","248","193"
"25","0.2","39","0.3","negative","46300","226","215"
"23","0.2","39","0.3","negative","49100","238","203"
"27","0.2","39","0.3","negative","1100","257","184"
"26","0.2","39","0.3","negative","1800","256","185"
"24","0.2","39","0.3","negative","49400","239","202"
"22","0.2","39","0.3","negative","48900","228","213"
"28","0.2","39","0.3","negative","1600","245","196"
"25","0.2","39","0.3","negative","46400","226","215"
"23","0.2","39","0.3","negative","49200","238","203"
"27","0.2","39","0.3","negative","1200","259","182"
"26","0.2","39","0.3","negative","1900","258","183"
"24","0.2","39","0.3","negative","49500","239","202"
"22","0.2","39","0.3","negative","49000","228","213"
"28","0.2","39","0.3","negative","1700","243","198"
"25","0.2","39","0.3","negative","46500","226","215"
"23","0.2","39","0.3","negative","49300","238","203"
"27","0.2","39","0.3","negative","1300","258","183"
"26","0.2","39","0.3","negative","2000","260","181"
"24","0.2","39","0.3","negative","49600","239","202"
"22","0.2","39","0.3","negative","49100","228","213"
"25","0.2","39","0.3","negative","46600","226","215"
"28","0.2","39","0.3","negative","1800","242","199"
"23","0.2","39","0.3","negative","49400","238","203"
"27","0.2","39","0.3","negative","1400","255","186"
"26","0.2","39","0.3","negative","2100","260","181"
"24","0.2","39","0.3","negative","49700","239","202"
"22","0.2","39","0.3","negative","49200","228","213"
"18","0.2","39","0.2","negative","43600","230","211"
"25","0.2","39","0.3","negative","46700","226","215"
"23","0.2","39","0.3","negative","49500","238","203"
"27","0.2","39","0.3","negative","1500","256","185"
"26","0.2","39","0.3","negative","2200","259","182"
"24","0.2","39","0.3","negative","49800","239","202"
"22","0.2","39","0.3","negative","49300","228","213"
"25","0.2","39","0.3","negative","46800","226","215"
"23","0.2","39","0.3","negative","49600","238","203"
"18","0.2","39","0.2","negative","43700","230","211"
"27","0.2","39","0.3","negative","1600","255","186"
"26","0.2","39","0.3","negative","2300","260","181"
"24","0.2","39","0.3","negative","49900","239","202"
"22","0.2","39","0.3","negative","49400","228","213"
"25","0.2","39","0.3","negative","46900","226","215"
"23","0.2","39","0.3","negative","49700","238","203"
"27","0.2","39","0.3","negative","1700","254","187"
"26","0.2","39","0.3","negative","2400","259","182"
"24","0.2","39","0.3","negative","50000","239","202"
"28","0.2","39","0.3","negative","1900","241","200"
"29","0.2","39","0.3","negative","0","270","171"
"22","0.2","39","0.3","negative","49500","228","213"
"25","0.2","39","0.3","negative","47000","226","215"
"23","0.2","39","0.3","negative","49800","238","203"
"27","0.2","39","0.3","negative","1800","253","188"
"26","0.2","39","0.3","negative","2500","261","180"
"29","0.2","39","0.3","negative","100","267","174"
"28","0.2","39","0.3","negative","2000","239","202"
"22","0.2","39","0.3","negative","49600","228","213"
"25","0.2","39","0.3","negative","47100","226","215"
"23","0.2","39","0.3","negative","49900","238","203"
"27","0.2","39","0.3","negative","1900","253","188"
"26","0.2","39","0.3","negative","2600","258","183"
"29","0.2","39","0.3","negative","200","266","175"
"28","0.2","39","0.3","negative","2100","239","202"
"22","0.2","39","0.3","negative","49700","228","213"
"25","0.2","39","0.3","negative","47200","226","215"
"23","0.2","39","0.3","negative","50000","238","203"
"30","0.2","39","0.3","negative","0","270","171"
"27","0.2","39","0.3","negative","2000","252","189"
"26","0.2","39","0.3","negative","2700","258","183"
"29","0.2","39","0.3","negative","300","265","176"
"28","0.2","39","0.3","negative","2200","239","202"
"22","0.2","39","0.3","negative","49800","228","213"
"25","0.2","39","0.3","negative","47300","226","215"
"30","0.2","39","0.3","negative","100","268","173"
"27","0.2","39","0.3","negative","2100","249","192"
"26","0.2","39","0.3","negative","2800","255","186"
"29","0.2","39","0.3","negative","400","261","180"
"28","0.2","39","0.3","negative","2300","239","202"
"22","0.2","39","0.3","negative","49900","228","213"
"18","0.2","39","0.2","negative","43800","230","211"
"30","0.2","39","0.3","negative","200","267","174"
"26","0.2","39","0.3","negative","2900","255","186"
"27","0.2","39","0.3","negative","2200","249","192"
"29","0.2","39","0.3","negative","500","260","181"
"28","0.2","39","0.3","negative","2400","242","199"
"22","0.2","39","0.3","negative","50000","228","213"
"31","0.2","39","0.4","negative","0","270","171"
"30","0.2","39","0.3","negative","300","264","177"
"26","0.2","39","0.3","negative","3000","256","185"
"27","0.2","39","0.3","negative","2300","248","193"
"18","0.2","39","0.2","negative","43900","230","211"
"29","0.2","39","0.3","negative","600","258","183"
"28","0.2","39","0.3","negative","2500","241","200"
"31","0.2","39","0.4","negative","100","271","170"
"30","0.2","39","0.3","negative","400","263","178"
"26","0.2","39","0.3","negative","3100","255","186"
"27","0.2","39","0.3","negative","2400","247","194"
"29","0.2","39","0.3","negative","700","257","184"
"28","0.2","39","0.3","negative","2600","240","201"
"25","0.2","39","0.3","negative","47400","226","215"
"31","0.2","39","0.4","negative","200","272","169"
"30","0.2","39","0.3","negative","500","262","179"
"26","0.2","39","0.3","negative","3200","255","186"
"27","0.2","39","0.3","negative","2500","249","192"
"29","0.2","39","0.3","negative","800","258","183"
"28","0.2","39","0.3","negative","2700","238","203"
"25","0.2","39","0.3","negative","47500","226","215"
"31","0.2","39","0.4","negative","300","269","172"
"30","0.2","39","0.3","negative","600","260","181"
"27","0.2","39","0.3","negative","2600","245","196"
"26","0.2","39","0.3","negative","3300","256","185"
"29","0.2","39","0.3","negative","900","253","188"
"28","0.2","39","0.3","negative","2800","236","205"
"25","0.2","39","0.3","negative","47600","226","215"
"31","0.2","39","0.4","negative","400","265","176"
"30","0.2","39","0.3","negative","700","262","179"
"27","0.2","39","0.3","negative","2700","246","195"
"26","0.2","39","0.3","negative","3400","257","184"
"29","0.2","39","0.3","negative","1000","251","190"
"28","0.2","39","0.3","negative","2900","235","206"
"25","0.2","39","0.3","negative","47700","226","215"
"31","0.2","39","0.4","negative","500","265","176"
"30","0.2","39","0.3","negative","800","261","180"
"26","0.2","39","0.3","negative","3500","255","186"
"27","0.2","39","0.3","negative","2800","248","193"
"29","0.2","39","0.3","negative","1100","253","188"
"28","0.2","39","0.3","negative","3000","237","204"
"25","0.2","39","0.3","negative","47800","226","215"
"31","0.2","39","0.4","negative","600","267","174"
"30","0.2","39","0.3","negative","900","262","179"
"27","0.2","39","0.3","negative","2900","247","194"
"26","0.2","39","0.3","negative","3600","258","183"
"29","0.2","39","0.3","negative","1200","253","188"
"28","0.2","39","0.3","negative","3100","237","204"
"25","0.2","39","0.3","negative","47900","226","215"
"31","0.2","39","0.4","negative","700","265","176"
"30","0.2","39","0.3","negative","1000","260","181"
"27","0.2","39","0.3","negative","3000","247","194"
"26","0.2","39","0.3","negative","3700","258","183"
"29","0.2","39","0.3","negative","1300","251","190"
"28","0.2","39","0.3","negative","3200","236","205"
"25","0.2","39","0.3","negative","48000","226","215"
"31","0.2","39","0.4","negative","800","266","175"
"30","0.2","39","0.3","negative","1100","262","179"
"27","0.2","39","0.3","negative","3100","247","194"
"29","0.2","39","0.3","negative","1400","251","190"
"26","0.2","39","0.3","negative","3800","258","183"
"28","0.2","39","0.3","negative","3300","235","206"
"25","0.2","39","0.3","negative","48100","226","215"
"31","0.2","39","0.4","negative","900","266","175"
"30","0.2","39","0.3","negative","1200","261","180"
"27","0.2","39","0.3","negative","3200","246","195"
"29","0.2","39","0.3","negative","1500","251","190"
"26","0.2","39","0.3","negative","3900","257","184"
"28","0.2","39","0.3","negative","3400","236","205"
"25","0.2","39","0.3","negative","48200","226","215"
"31","0.2","39","0.4","negative","1000","262","179"
"30","0.2","39","0.3","negative","1300","259","182"
"29","0.2","39","0.3","negative","1600","247","194"
"27","0.2","39","0.3","negative","3300","248","193"
"26","0.2","39","0.3","negative","4000","255","186"
"28","0.2","39","0.3","negative","3500","236","205"
"25","0.2","39","0.3","negative","48300","226","215"
"31","0.2","39","0.4","negative","1100","261","180"
"18","0.2","39","0.2","negative","44000","230","211"
"30","0.2","39","0.3","negative","1400","260","181"
"29","0.2","39","0.3","negative","1700","246","195"
"26","0.2","39","0.3","negative","4100","255","186"
"28","0.2","39","0.3","negative","3600","233","208"
"25","0.2","39","0.3","negative","48400","226","215"
"31","0.2","39","0.4","negative","1200","258","183"
"18","0.2","39","0.2","negative","44100","230","211"
"30","0.2","39","0.3","negative","1500","259","182"
"29","0.2","39","0.3","negative","1800","248","193"
"26","0.2","39","0.3","negative","4200","254","187"
"28","0.2","39","0.3","negative","3700","235","206"
"25","0.2","39","0.3","negative","48500","226","215"
"31","0.2","39","0.4","negative","1300","257","184"
"30","0.2","39","0.3","negative","1600","260","181"
"29","0.2","39","0.3","negative","1900","245","196"
"26","0.2","39","0.3","negative","4300","256","185"
"28","0.2","39","0.3","negative","3800","236","205"
"25","0.2","39","0.3","negative","48600","226","215"
"31","0.2","39","0.4","negative","1400","255","186"
"27","0.2","39","0.3","negative","3400","247","194"
"29","0.2","39","0.3","negative","2000","242","199"
"30","0.2","39","0.3","negative","1700","259","182"
"26","0.2","39","0.3","negative","4400","256","185"
"28","0.2","39","0.3","negative","3900","234","207"
"25","0.2","39","0.3","negative","48700","226","215"
"31","0.2","39","0.4","negative","1500","254","187"
"27","0.2","39","0.3","negative","3500","246","195"
"29","0.2","39","0.3","negative","2100","241","200"
"30","0.2","39","0.3","negative","1800","259","182"
"26","0.2","39","0.3","negative","4500","256","185"
"28","0.2","39","0.3","negative","4000","234","207"
"25","0.2","39","0.3","negative","48800","226","215"
"31","0.2","39","0.4","negative","1600","253","188"
"29","0.2","39","0.3","negative","2200","242","199"
"30","0.2","39","0.3","negative","1900","258","183"
"26","0.2","39","0.3","negative","4600","257","184"
"28","0.2","39","0.3","negative","4100","233","208"
"25","0.2","39","0.3","negative","48900","226","215"
"31","0.2","39","0.4","negative","1700","251","190"
"29","0.2","39","0.3","negative","2300","241","200"
"30","0.2","39","0.3","negative","2000","257","184"
"28","0.2","39","0.3","negative","4200","234","207"
"27","0.2","39","0.3","negative","3600","245","196"
"25","0.2","39","0.3","negative","49000","226","215"
"31","0.2","39","0.4","negative","1800","249","192"
"29","0.2","39","0.3","negative","2400","240","201"
"30","0.2","39","0.3","negative","2100","255","186"
"28","0.2","39","0.3","negative","4300","232","209"
"27","0.2","39","0.3","negative","3700","242","199"
"25","0.2","39","0.3","negative","49100","226","215"
"31","0.2","39","0.4","negative","1900","250","191"
"29","0.2","39","0.3","negative","2500","237","204"
"30","0.2","39","0.3","negative","2200","254","187"
"26","0.2","39","0.3","negative","4700","257","184"
"27","0.2","39","0.3","negative","3800","241","200"
"28","0.2","39","0.3","negative","4400","233","208"
"31","0.2","39","0.4","negative","2000","252","189"
"29","0.2","39","0.3","negative","2600","238","203"
"30","0.2","39","0.3","negative","2300","252","189"
"26","0.2","39","0.3","negative","4800","256","185"
"27","0.2","39","0.3","negative","3900","241","200"
"28","0.2","39","0.3","negative","4500","233","208"
"31","0.2","39","0.4","negative","2100","253","188"
"30","0.2","39","0.3","negative","2400","256","185"
"26","0.2","39","0.3","negative","4900","256","185"
"27","0.2","39","0.3","negative","4000","241","200"
"25","0.2","39","0.3","negative","49200","226","215"
"30","0.2","39","0.3","negative","2500","259","182"
"31","0.2","39","0.4","negative","2200","250","191"
"26","0.2","39","0.3","negative","5000","256","185"
"27","0.2","39","0.3","negative","4100","241","200"
"25","0.2","39","0.3","negative","49300","226","215"
"29","0.2","39","0.3","negative","2700","238","203"
"30","0.2","39","0.3","negative","2600","258","183"
"28","0.2","39","0.3","negative","4600","232","209"
"26","0.2","39","0.3","negative","5100","258","183"
"27","0.2","39","0.3","negative","4200","241","200"
"29","0.2","39","0.3","negative","2800","236","205"
"30","0.2","39","0.3","negative","2700","255","186"
"28","0.2","39","0.3","negative","4700","233","208"
"26","0.2","39","0.3","negative","5200","258","183"
"31","0.2","39","0.4","negative","2300","251","190"
"27","0.2","39","0.3","negative","4300","240","201"
"29","0.2","39","0.3","negative","2900","232","209"
"28","0.2","39","0.3","negative","4800","229","212"
"30","0.2","39","0.3","negative","2800","254","187"
"31","0.2","39","0.4","negative","2400","249","192"
"25","0.2","39","0.3","negative","49400","226","215"
"27","0.2","39","0.3","negative","4400","236","205"
"29","0.2","39","0.3","negative","3000","232","209"
"28","0.2","39","0.3","negative","4900","229","212"
"26","0.2","39","0.3","negative","5300","257","184"
"25","0.2","39","0.3","negative","49500","226","215"
"31","0.2","39","0.4","negative","2500","246","195"
"29","0.2","39","0.3","negative","3100","234","207"
"27","0.2","39","0.3","negative","4500","236","205"
"30","0.2","39","0.3","negative","2900","254","187"
"28","0.2","39","0.3","negative","5000","230","211"
"26","0.2","39","0.3","negative","5400","256","185"
"31","0.2","39","0.4","negative","2600","246","195"
"28","0.2","39","0.3","negative","5100","229","212"
"29","0.2","39","0.3","negative","3200","232","209"
"27","0.2","39","0.3","negative","4600","235","206"
"30","0.2","39","0.3","negative","3000","255","186"
"26","0.2","39","0.3","negative","5500","255","186"
"25","0.2","39","0.3","negative","49600","226","215"
"31","0.2","39","0.4","negative","2700","244","197"
"26","0.2","39","0.3","negative","5600","253","188"
"17","0.2","39","0.2","negative","49500","230","211"
"25","0.2","39","0.3","negative","49700","226","215"
"30","0.2","39","0.3","negative","3100","255","186"
"28","0.2","39","0.3","negative","5200","229","212"
"29","0.2","39","0.3","negative","3300","230","211"
"26","0.2","39","0.3","negative","5700","253","188"
"27","0.2","39","0.3","negative","4700","234","207"
"25","0.2","39","0.3","negative","49800","226","215"
"18","0.2","39","0.2","negative","44200","230","211"
"30","0.2","39","0.3","negative","3200","255","186"
"29","0.2","39","0.3","negative","3400","232","209"
"31","0.2","39","0.4","negative","2800","243","198"
"28","0.2","39","0.3","negative","5300","229","212"
"27","0.2","39","0.3","negative","4800","233","208"
"25","0.2","39","0.3","negative","49900","226","215"
"31","0.2","39","0.4","negative","2900","244","197"
"26","0.2","39","0.3","negative","5800","253","188"
"29","0.2","39","0.3","negative","3500","232","209"
"28","0.2","39","0.3","negative","5400","228","213"
"25","0.2","39","0.3","negative","50000","226","215"
"32","0.2","39","0.4","negative","0","270","171"
"30","0.2","39","0.3","negative","3300","253","188"
"17","0.2","39","0.2","negative","49600","230","211"
"27","0.2","39","0.3","negative","4900","234","207"
"29","0.2","39","0.3","negative","3600","232","209"
"31","0.2","39","0.4","negative","3000","242","199"
"28","0.2","39","0.3","negative","5500","229","212"
"18","0.2","39","0.2","negative","44300","230","211"
"26","0.2","39","0.3","negative","5900","253","188"
"32","0.2","39","0.4","negative","100","270","171"
"30","0.2","39","0.3","negative","3400","253","188"
"27","0.2","39","0.3","negative","5000","233","208"
"29","0.2","39","0.3","negative","3700","234","207"
"17","0.2","39","0.2","negative","49700","230","211"
"31","0.2","39","0.4","negative","3100","244","197"
"28","0.2","39","0.3","negative","5600","227","214"
