"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"modelo_base.nlogox"
"experimento-3-negativa"
"01/28/2026 09:13:04:081 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-53","53","-5","4"
"[run number]","learning-rate","percent-option-B","agents-updated-per-tick","confidence-threshold","spatial-interactions?","influence-type","[step]","pref-A","pref-B"
"3048","0.53","39","5","1.01","false","negative","69","643","427"
"3050","0.53","39","5","1.01","false","negative","69","654","416"
"3042","0.53","39","5","1.01","false","negative","166","672","398"
"3041","0.53","39","5","1.01","false","negative","166","673","397"
"3045","0.53","39","5","1.01","false","negative","166","667","403"
"3049","0.53","39","5","1.01","false","negative","69","648","422"
"3046","0.53","39","5","1.01","false","negative","166","684","386"
"3047","0.53","39","5","1.01","false","negative","69","637","433"
"3035","0.53","39","5","1.01","false","negative","259","698","372"
"3043","0.53","39","5","1.01","false","negative","259","678","392"
"3051","0.53","39","5","1.01","false","negative","69","656","414"
"3044","0.53","39","5","1.01","false","negative","259","679","391"
"3048","0.53","39","5","1.01","false","negative","166","652","418"
"3050","0.53","39","5","1.01","false","negative","166","681","389"
"3045","0.53","39","5","1.01","false","negative","259","692","378"
"3053","0.53","39","5","1.01","false","negative","69","666","404"
"3054","0.53","39","5","1.01","false","negative","69","638","432"
"3046","0.53","39","5","1.01","false","negative","259","712","358"
"3051","0.53","39","5","1.01","false","negative","166","670","400"
"3052","0.53","39","5","1.01","false","negative","69","661","409"
"3048","0.53","39","5","1.01","false","negative","259","670","400"
"3042","0.53","39","5","1.01","false","negative","259","686","384"
"3055","0.53","39","5","1.01","false","negative","69","665","405"
"3049","0.53","39","5","1.01","false","negative","166","653","417"
"3041","0.53","39","5","1.01","false","negative","259","702","368"
"3056","0.53","39","5","1.01","false","negative","69","645","425"
"3054","0.53","39","5","1.01","false","negative","166","654","416"
"3047","0.53","39","5","1.01","false","negative","166","651","419"
"3050","0.53","39","5","1.01","false","negative","259","702","368"
"3053","0.53","39","5","1.01","false","negative","166","668","402"
"3057","0.53","39","5","1.01","false","negative","69","655","415"
"3055","0.53","39","5","1.01","false","negative","166","658","412"
"3058","0.53","39","5","1.01","false","negative","69","665","405"
"3051","0.53","39","5","1.01","false","negative","259","686","384"
"3056","0.53","39","5","1.01","false","negative","166","663","407"
"3060","0.53","39","5","1.01","false","negative","69","647","423"
"3054","0.53","39","5","1.01","false","negative","259","663","407"
"3057","0.53","39","5","1.01","false","negative","166","660","410"
"3053","0.53","39","5","1.01","false","negative","259","688","382"
"3059","0.53","39","5","1.01","false","negative","69","658","412"
"3061","0.53","39","5","1.02","false","negative","69","653","417"
"3055","0.53","39","5","1.01","false","negative","259","680","390"
"3062","0.53","39","5","1.02","false","negative","69","661","409"
"3056","0.53","39","5","1.01","false","negative","259","667","403"
"3060","0.53","39","5","1.01","false","negative","166","640","430"
"3052","0.53","39","5","1.01","false","negative","166","648","422"
"3049","0.53","39","5","1.01","false","negative","259","665","405"
"3057","0.53","39","5","1.01","false","negative","259","686","384"
"3064","0.53","39","5","1.02","false","negative","69","663","407"
"3063","0.53","39","5","1.02","false","negative","69","664","406"
"3047","0.53","39","5","1.01","false","negative","259","652","418"
"3065","0.53","39","5","1.02","false","negative","69","666","404"
"3062","0.53","39","5","1.02","false","negative","166","664","406"
"3061","0.53","39","5","1.02","false","negative","166","677","393"
"3058","0.53","39","5","1.01","false","negative","166","682","388"
"3067","0.53","39","5","1.02","false","negative","69","661","409"
"3060","0.53","39","5","1.01","false","negative","259","667","403"
"3064","0.53","39","5","1.02","false","negative","166","680","390"
"3065","0.53","39","5","1.02","false","negative","166","691","379"
"3066","0.53","39","5","1.02","false","negative","69","644","426"
"3062","0.53","39","5","1.02","false","negative","259","680","390"
"3063","0.53","39","5","1.02","false","negative","166","672","398"
"3059","0.53","39","5","1.01","false","negative","166","675","395"
"3061","0.53","39","5","1.02","false","negative","259","690","380"
"3069","0.53","39","5","1.02","false","negative","69","647","423"
"3068","0.53","39","5","1.02","false","negative","69","654","416"
"3052","0.53","39","5","1.01","false","negative","259","651","419"
"3067","0.53","39","5","1.02","false","negative","166","667","403"
"3070","0.53","39","5","1.02","false","negative","69","669","401"
"3064","0.53","39","5","1.02","false","negative","259","690","380"
"3058","0.53","39","5","1.01","false","negative","259","693","377"
"3065","0.53","39","5","1.02","false","negative","259","710","360"
"3071","0.53","39","5","1.02","false","negative","69","658","412"
"3063","0.53","39","5","1.02","false","negative","259","676","394"
"3067","0.53","39","5","1.02","false","negative","259","672","398"
"3073","0.53","39","5","1.02","false","negative","69","651","419"
"3069","0.53","39","5","1.02","false","negative","166","660","410"
"3066","0.53","39","5","1.02","false","negative","166","657","413"
"3072","0.53","39","5","1.02","false","negative","69","661","409"
"3075","0.53","39","5","1.02","false","negative","69","650","420"
"3070","0.53","39","5","1.02","false","negative","166","667","403"
"3074","0.53","39","5","1.02","false","negative","69","664","406"
"3059","0.53","39","5","1.01","false","negative","259","686","384"
"3076","0.53","39","5","1.02","false","negative","69","653","417"
"3077","0.53","39","5","1.02","false","negative","69","665","405"
"3071","0.53","39","5","1.02","false","negative","166","666","404"
"3068","0.53","39","5","1.02","false","negative","166","654","416"
"3073","0.53","39","5","1.02","false","negative","166","644","426"
"3075","0.53","39","5","1.02","false","negative","166","668","402"
"3070","0.53","39","5","1.02","false","negative","259","684","386"
"3069","0.53","39","5","1.02","false","negative","259","674","396"
"3077","0.53","39","5","1.02","false","negative","166","666","404"
"3076","0.53","39","5","1.02","false","negative","166","666","404"
"3078","0.53","39","5","1.02","false","negative","69","655","415"
"3066","0.53","39","5","1.02","false","negative","259","671","399"
"3079","0.53","39","5","1.02","false","negative","69","646","424"
"3073","0.53","39","5","1.02","false","negative","259","666","404"
"3080","0.53","39","5","1.02","false","negative","69","646","424"
"3071","0.53","39","5","1.02","false","negative","259","689","381"
"3072","0.53","39","5","1.02","false","negative","166","670","400"
"3075","0.53","39","5","1.02","false","negative","259","689","381"
"3074","0.53","39","5","1.02","false","negative","166","670","400"
"3082","0.53","39","5","1.02","false","negative","69","654","416"
"3076","0.53","39","5","1.02","false","negative","259","683","387"
"3077","0.53","39","5","1.02","false","negative","259","676","394"
"3068","0.53","39","5","1.02","false","negative","259","664","406"
"3079","0.53","39","5","1.02","false","negative","166","663","407"
"3084","0.53","39","5","1.02","false","negative","69","659","411"
"3081","0.53","39","5","1.02","false","negative","69","653","417"
"3083","0.53","39","5","1.02","false","negative","69","650","420"
"3080","0.53","39","5","1.02","false","negative","166","659","411"
"3086","0.53","39","5","1.02","false","negative","69","658","412"
"3085","0.53","39","5","1.02","false","negative","69","649","421"
"3078","0.53","39","5","1.02","false","negative","166","668","402"
"3082","0.53","39","5","1.02","false","negative","166","671","399"
"3079","0.53","39","5","1.02","false","negative","259","678","392"
"3074","0.53","39","5","1.02","false","negative","259","682","388"
"3084","0.53","39","5","1.02","false","negative","166","677","393"
"3072","0.53","39","5","1.02","false","negative","259","678","392"
"3087","0.53","39","5","1.02","false","negative","69","664","406"
"3083","0.53","39","5","1.02","false","negative","166","649","421"
"3086","0.53","39","5","1.02","false","negative","166","661","409"
"3080","0.53","39","5","1.02","false","negative","259","672","398"
"3088","0.53","39","5","1.02","false","negative","69","662","408"
"3085","0.53","39","5","1.02","false","negative","166","655","415"
"3082","0.53","39","5","1.02","false","negative","259","689","381"
"3081","0.53","39","5","1.02","false","negative","166","672","398"
"3084","0.53","39","5","1.02","false","negative","259","681","389"
"3089","0.53","39","5","1.02","false","negative","69","661","409"
"3091","0.53","39","5","1.03","false","negative","69","659","411"
"3083","0.53","39","5","1.02","false","negative","259","685","385"
"3090","0.53","39","5","1.02","false","negative","69","647","423"
"3092","0.53","39","5","1.03","false","negative","69","661","409"
"3086","0.53","39","5","1.02","false","negative","259","670","400"
"3078","0.53","39","5","1.02","false","negative","259","662","408"
"3088","0.53","39","5","1.02","false","negative","166","687","383"
"3093","0.53","39","5","1.03","false","negative","69","669","401"
"3085","0.53","39","5","1.02","false","negative","259","671","399"
"3081","0.53","39","5","1.02","false","negative","259","696","374"
"3087","0.53","39","5","1.02","false","negative","166","677","393"
"3094","0.53","39","5","1.03","false","negative","69","654","416"
"3095","0.53","39","5","1.03","false","negative","69","675","395"
"3091","0.53","39","5","1.03","false","negative","166","676","394"
"3092","0.53","39","5","1.03","false","negative","166","672","398"
"3088","0.53","39","5","1.02","false","negative","259","700","370"
"3089","0.53","39","5","1.02","false","negative","166","679","391"
"3093","0.53","39","5","1.03","false","negative","166","680","390"
"3096","0.53","39","5","1.03","false","negative","69","666","404"
"3097","0.53","39","5","1.03","false","negative","69","662","408"
"3099","0.53","39","5","1.03","false","negative","69","660","410"
"3095","0.53","39","5","1.03","false","negative","166","687","383"
"3094","0.53","39","5","1.03","false","negative","166","662","408"
"3098","0.53","39","5","1.03","false","negative","69","674","396"
"3090","0.53","39","5","1.02","false","negative","166","664","406"
"3092","0.53","39","5","1.03","false","negative","259","683","387"
"3091","0.53","39","5","1.03","false","negative","259","692","378"
"3093","0.53","39","5","1.03","false","negative","259","703","367"
"3097","0.53","39","5","1.03","false","negative","166","666","404"
"3087","0.53","39","5","1.02","false","negative","259","678","392"
"3089","0.53","39","5","1.02","false","negative","259","687","383"
"3099","0.53","39","5","1.03","false","negative","166","670","400"
"3100","0.53","39","5","1.03","false","negative","69","664","406"
"3095","0.53","39","5","1.03","false","negative","259","704","366"
"3096","0.53","39","5","1.03","false","negative","166","672","398"
"3101","0.53","39","5","1.03","false","negative","69","659","411"
"3094","0.53","39","5","1.03","false","negative","259","706","364"
"3102","0.53","39","5","1.03","false","negative","69","647","423"
"3098","0.53","39","5","1.03","false","negative","166","680","390"
"3104","0.53","39","5","1.03","false","negative","69","658","412"
"3090","0.53","39","5","1.02","false","negative","259","659","411"
"3097","0.53","39","5","1.03","false","negative","259","685","385"
"3103","0.53","39","5","1.03","false","negative","69","657","413"
"3105","0.53","39","5","1.03","false","negative","69","659","411"
"3100","0.53","39","5","1.03","false","negative","166","681","389"
"3099","0.53","39","5","1.03","false","negative","259","674","396"
"3106","0.53","39","5","1.03","false","negative","69","665","405"
"3108","0.53","39","5","1.03","false","negative","69","656","414"
"3102","0.53","39","5","1.03","false","negative","166","644","426"
"3101","0.53","39","5","1.03","false","negative","166","670","400"
"3107","0.53","39","5","1.03","false","negative","69","653","417"
"3096","0.53","39","5","1.03","false","negative","259","688","382"
"3109","0.53","39","5","1.03","false","negative","69","660","410"
"3098","0.53","39","5","1.03","false","negative","259","689","381"
"3104","0.53","39","5","1.03","false","negative","166","662","408"
"3105","0.53","39","5","1.03","false","negative","166","658","412"
"3100","0.53","39","5","1.03","false","negative","259","690","380"
"3103","0.53","39","5","1.03","false","negative","166","681","389"
"3108","0.53","39","5","1.03","false","negative","166","656","414"
"3106","0.53","39","5","1.03","false","negative","166","674","396"
"3102","0.53","39","5","1.03","false","negative","259","661","409"
"3110","0.53","39","5","1.03","false","negative","69","668","402"
"3111","0.53","39","5","1.03","false","negative","69","666","404"
"3109","0.53","39","5","1.03","false","negative","166","675","395"
"3101","0.53","39","5","1.03","false","negative","259","683","387"
"3112","0.53","39","5","1.03","false","negative","69","656","414"
"3105","0.53","39","5","1.03","false","negative","259","673","397"
"3107","0.53","39","5","1.03","false","negative","166","671","399"
"3104","0.53","39","5","1.03","false","negative","259","678","392"
"3113","0.53","39","5","1.03","false","negative","69","664","406"
"3108","0.53","39","5","1.03","false","negative","259","671","399"
"3115","0.53","39","5","1.03","false","negative","69","676","394"
"3103","0.53","39","5","1.03","false","negative","259","701","369"
"3114","0.53","39","5","1.03","false","negative","69","661","409"
"3106","0.53","39","5","1.03","false","negative","259","684","386"
"3109","0.53","39","5","1.03","false","negative","259","693","377"
"3112","0.53","39","5","1.03","false","negative","166","671","399"
"3117","0.53","39","5","1.03","false","negative","69","665","405"
"3111","0.53","39","5","1.03","false","negative","166","675","395"
"3110","0.53","39","5","1.03","false","negative","166","682","388"
"3113","0.53","39","5","1.03","false","negative","166","652","418"
"3116","0.53","39","5","1.03","false","negative","69","654","416"
"3107","0.53","39","5","1.03","false","negative","259","695","375"
"3115","0.53","39","5","1.03","false","negative","166","698","372"
"3120","0.53","39","5","1.03","false","negative","69","655","415"
"3119","0.53","39","5","1.03","false","negative","69","655","415"
"3118","0.53","39","5","1.03","false","negative","69","659","411"
"3114","0.53","39","5","1.03","false","negative","166","671","399"
"3112","0.53","39","5","1.03","false","negative","259","679","391"
"3117","0.53","39","5","1.03","false","negative","166","683","387"
"3113","0.53","39","5","1.03","false","negative","259","664","406"
"3111","0.53","39","5","1.03","false","negative","259","683","387"
"3121","0.53","39","5","1.04","false","negative","69","645","425"
"3116","0.53","39","5","1.03","false","negative","166","668","402"
"3110","0.53","39","5","1.03","false","negative","259","698","372"
"3122","0.53","39","5","1.04","false","negative","69","655","415"
"3115","0.53","39","5","1.03","false","negative","259","706","364"
"3120","0.53","39","5","1.03","false","negative","166","663","407"
"3123","0.53","39","5","1.04","false","negative","69","665","405"
"3117","0.53","39","5","1.03","false","negative","259","710","360"
"3119","0.53","39","5","1.03","false","negative","166","655","415"
"3118","0.53","39","5","1.03","false","negative","166","677","393"
"3114","0.53","39","5","1.03","false","negative","259","685","385"
"3124","0.53","39","5","1.04","false","negative","69","643","427"
"3126","0.53","39","5","1.04","false","negative","69","642","428"
"3125","0.53","39","5","1.04","false","negative","69","663","407"
"3122","0.53","39","5","1.04","false","negative","166","654","416"
"3116","0.53","39","5","1.03","false","negative","259","692","378"
"3121","0.53","39","5","1.04","false","negative","166","652","418"
"3127","0.53","39","5","1.04","false","negative","69","666","404"
"3123","0.53","39","5","1.04","false","negative","166","673","397"
"3120","0.53","39","5","1.03","false","negative","259","668","402"
"3128","0.53","39","5","1.04","false","negative","69","663","407"
"3126","0.53","39","5","1.04","false","negative","166","662","408"
"3130","0.53","39","5","1.04","false","negative","69","655","415"
"3119","0.53","39","5","1.03","false","negative","259","680","390"
"3129","0.53","39","5","1.04","false","negative","69","653","417"
"3124","0.53","39","5","1.04","false","negative","166","665","405"
"3122","0.53","39","5","1.04","false","negative","259","650","420"
"3127","0.53","39","5","1.04","false","negative","166","659","411"
"3118","0.53","39","5","1.03","false","negative","259","683","387"
"3125","0.53","39","5","1.04","false","negative","166","653","417"
"3123","0.53","39","5","1.04","false","negative","259","699","371"
"3128","0.53","39","5","1.04","false","negative","166","673","397"
"3132","0.53","39","5","1.04","false","negative","69","653","417"
"3121","0.53","39","5","1.04","false","negative","259","654","416"
"3131","0.53","39","5","1.04","false","negative","69","639","431"
"3126","0.53","39","5","1.04","false","negative","259","669","401"
"3127","0.53","39","5","1.04","false","negative","259","669","401"
"3130","0.53","39","5","1.04","false","negative","166","676","394"
"3134","0.53","39","5","1.04","false","negative","69","664","406"
"3133","0.53","39","5","1.04","false","negative","69","651","419"
"3129","0.53","39","5","1.04","false","negative","166","652","418"
"3124","0.53","39","5","1.04","false","negative","259","690","380"
"3136","0.53","39","5","1.04","false","negative","69","660","410"
"3135","0.53","39","5","1.04","false","negative","69","655","415"
"3125","0.53","39","5","1.04","false","negative","259","669","401"
"3137","0.53","39","5","1.04","false","negative","69","637","433"
"3132","0.53","39","5","1.04","false","negative","166","670","400"
"3128","0.53","39","5","1.04","false","negative","259","694","376"
"3134","0.53","39","5","1.04","false","negative","166","666","404"
"3138","0.53","39","5","1.04","false","negative","69","663","407"
"3131","0.53","39","5","1.04","false","negative","166","661","409"
"3130","0.53","39","5","1.04","false","negative","259","683","387"
"3133","0.53","39","5","1.04","false","negative","166","657","413"
"3129","0.53","39","5","1.04","false","negative","259","683","387"
"3136","0.53","39","5","1.04","false","negative","166","664","406"
"3137","0.53","39","5","1.04","false","negative","166","650","420"
"3139","0.53","39","5","1.04","false","negative","69","658","412"
"3140","0.53","39","5","1.04","false","negative","69","663","407"
"3141","0.53","39","5","1.04","false","negative","69","671","399"
"3132","0.53","39","5","1.04","false","negative","259","681","389"
"3134","0.53","39","5","1.04","false","negative","259","683","387"
"3135","0.53","39","5","1.04","false","negative","166","669","401"
"3131","0.53","39","5","1.04","false","negative","259","673","397"
"3138","0.53","39","5","1.04","false","negative","166","663","407"
"3142","0.53","39","5","1.04","false","negative","69","651","419"
"3136","0.53","39","5","1.04","false","negative","259","668","402"
"3143","0.53","39","5","1.04","false","negative","69","657","413"
"3137","0.53","39","5","1.04","false","negative","259","671","399"
"3144","0.53","39","5","1.04","false","negative","69","642","428"
"3141","0.53","39","5","1.04","false","negative","166","674","396"
"3133","0.53","39","5","1.04","false","negative","259","658","412"
"3140","0.53","39","5","1.04","false","negative","166","651","419"
"3146","0.53","39","5","1.04","false","negative","69","662","408"
"3139","0.53","39","5","1.04","false","negative","166","671","399"
"3145","0.53","39","5","1.04","false","negative","69","650","420"
"3135","0.53","39","5","1.04","false","negative","259","686","384"
"3147","0.53","39","5","1.04","false","negative","69","645","425"
"3143","0.53","39","5","1.04","false","negative","166","675","395"
"3138","0.53","39","5","1.04","false","negative","259","678","392"
"3144","0.53","39","5","1.04","false","negative","166","648","422"
"3142","0.53","39","5","1.04","false","negative","166","667","403"
"3148","0.53","39","5","1.04","false","negative","69","669","401"
"3140","0.53","39","5","1.04","false","negative","259","684","386"
"3146","0.53","39","5","1.04","false","negative","166","675","395"
"3149","0.53","39","5","1.04","false","negative","69","667","403"
"3143","0.53","39","5","1.04","false","negative","259","682","388"
"3147","0.53","39","5","1.04","false","negative","166","665","405"
"3150","0.53","39","5","1.04","false","negative","69","666","404"
"3139","0.53","39","5","1.04","false","negative","259","698","372"
"3145","0.53","39","5","1.04","false","negative","166","660","410"
"3144","0.53","39","5","1.04","false","negative","259","682","388"
"3151","0.53","39","5","1.05","false","negative","69","651","419"
"3142","0.53","39","5","1.04","false","negative","259","702","368"
"3141","0.53","39","5","1.04","false","negative","259","686","384"
"3152","0.53","39","5","1.05","false","negative","69","654","416"
"3148","0.53","39","5","1.04","false","negative","166","672","398"
"3146","0.53","39","5","1.04","false","negative","259","686","384"
"3154","0.53","39","5","1.05","false","negative","69","656","414"
"3147","0.53","39","5","1.04","false","negative","259","684","386"
"3153","0.53","39","5","1.05","false","negative","69","650","420"
"3156","0.53","39","5","1.05","false","negative","69","641","429"
"3149","0.53","39","5","1.04","false","negative","166","680","390"
"3155","0.53","39","5","1.05","false","negative","69","649","421"
"3150","0.53","39","5","1.04","false","negative","166","671","399"
"3145","0.53","39","5","1.04","false","negative","259","675","395"
"3157","0.53","39","5","1.05","false","negative","69","647","423"
"3151","0.53","39","5","1.05","false","negative","166","661","409"
"3158","0.53","39","5","1.05","false","negative","69","660","410"
"3152","0.53","39","5","1.05","false","negative","166","673","397"
"3154","0.53","39","5","1.05","false","negative","166","682","388"
"3159","0.53","39","5","1.05","false","negative","69","658","412"
"3156","0.53","39","5","1.05","false","negative","166","671","399"
"3148","0.53","39","5","1.04","false","negative","259","692","378"
"3153","0.53","39","5","1.05","false","negative","166","665","405"
"3155","0.53","39","5","1.05","false","negative","166","669","401"
"3157","0.53","39","5","1.05","false","negative","166","668","402"
"3158","0.53","39","5","1.05","false","negative","166","664","406"
"3149","0.53","39","5","1.04","false","negative","259","700","370"
"3150","0.53","39","5","1.04","false","negative","259","688","382"
"3152","0.53","39","5","1.05","false","negative","259","680","390"
"3154","0.53","39","5","1.05","false","negative","259","687","383"
"3151","0.53","39","5","1.05","false","negative","259","674","396"
"3156","0.53","39","5","1.05","false","negative","259","694","376"
"3160","0.53","39","5","1.05","false","negative","69","647","423"
"3159","0.53","39","5","1.05","false","negative","166","675","395"
"3163","0.53","39","5","1.05","false","negative","69","658","412"
"3161","0.53","39","5","1.05","false","negative","69","668","402"
"3158","0.53","39","5","1.05","false","negative","259","675","395"
"3157","0.53","39","5","1.05","false","negative","259","689","381"
"3164","0.53","39","5","1.05","false","negative","69","647","423"
"3162","0.53","39","5","1.05","false","negative","69","646","424"
"3165","0.53","39","5","1.05","false","negative","69","655","415"
"3166","0.53","39","5","1.05","false","negative","69","663","407"
"3155","0.53","39","5","1.05","false","negative","259","679","391"
"3168","0.53","39","5","1.05","false","negative","69","658","412"
"3153","0.53","39","5","1.05","false","negative","259","674","396"
"3167","0.53","39","5","1.05","false","negative","69","672","398"
"3163","0.53","39","5","1.05","false","negative","166","652","418"
"3164","0.53","39","5","1.05","false","negative","166","677","393"
"3159","0.53","39","5","1.05","false","negative","259","679","391"
"3160","0.53","39","5","1.05","false","negative","166","670","400"
"3161","0.53","39","5","1.05","false","negative","166","680","390"
"3169","0.53","39","5","1.05","false","negative","69","649","421"
"3166","0.53","39","5","1.05","false","negative","166","682","388"
"3165","0.53","39","5","1.05","false","negative","166","671","399"
"3168","0.53","39","5","1.05","false","negative","166","655","415"
"3170","0.53","39","5","1.05","false","negative","69","663","407"
"3162","0.53","39","5","1.05","false","negative","166","653","417"
"3167","0.53","39","5","1.05","false","negative","166","672","398"
"3163","0.53","39","5","1.05","false","negative","259","682","388"
"3164","0.53","39","5","1.05","false","negative","259","689","381"
"3171","0.53","39","5","1.05","false","negative","69","658","412"
"3166","0.53","39","5","1.05","false","negative","259","694","376"
"3161","0.53","39","5","1.05","false","negative","259","689","381"
"3169","0.53","39","5","1.05","false","negative","166","676","394"
"3168","0.53","39","5","1.05","false","negative","259","687","383"
"3160","0.53","39","5","1.05","false","negative","259","683","387"
"3165","0.53","39","5","1.05","false","negative","259","664","406"
"3173","0.53","39","5","1.05","false","negative","69","643","427"
"3167","0.53","39","5","1.05","false","negative","259","714","356"
"3170","0.53","39","5","1.05","false","negative","166","665","405"
"3162","0.53","39","5","1.05","false","negative","259","670","400"
"3174","0.53","39","5","1.05","false","negative","69","664","406"
"3176","0.53","39","5","1.05","false","negative","69","662","408"
"3175","0.53","39","5","1.05","false","negative","69","654","416"
"3171","0.53","39","5","1.05","false","negative","166","677","393"
"3178","0.53","39","5","1.05","false","negative","69","652","418"
"3177","0.53","39","5","1.05","false","negative","69","658","412"
"3179","0.53","39","5","1.05","false","negative","69","652","418"
"3173","0.53","39","5","1.05","false","negative","166","673","397"
"3169","0.53","39","5","1.05","false","negative","259","685","385"
"3180","0.53","39","5","1.05","false","negative","69","663","407"
"3172","0.53","39","5","1.05","false","negative","69","658","412"
"3174","0.53","39","5","1.05","false","negative","166","684","386"
"3176","0.53","39","5","1.05","false","negative","166","660","410"
"3170","0.53","39","5","1.05","false","negative","259","674","396"
"3178","0.53","39","5","1.05","false","negative","166","657","413"
"3171","0.53","39","5","1.05","false","negative","259","691","379"
"3173","0.53","39","5","1.05","false","negative","259","692","378"
"3175","0.53","39","5","1.05","false","negative","166","658","412"
"3179","0.53","39","5","1.05","false","negative","166","683","387"
"3181","0.53","39","5","1.06","false","negative","69","652","418"
"3172","0.53","39","5","1.05","false","negative","166","664","406"
"3174","0.53","39","5","1.05","false","negative","259","694","376"
"3177","0.53","39","5","1.05","false","negative","166","663","407"
"3176","0.53","39","5","1.05","false","negative","259","676","394"
"3184","0.53","39","5","1.06","false","negative","69","644","426"
"3183","0.53","39","5","1.06","false","negative","69","655","415"
"3182","0.53","39","5","1.06","false","negative","69","674","396"
"3180","0.53","39","5","1.05","false","negative","166","672","398"
"3185","0.53","39","5","1.06","false","negative","69","676","394"
"3179","0.53","39","5","1.05","false","negative","259","703","367"
"3178","0.53","39","5","1.05","false","negative","259","675","395"
"3186","0.53","39","5","1.06","false","negative","69","649","421"
"3172","0.53","39","5","1.05","false","negative","259","694","376"
"3175","0.53","39","5","1.05","false","negative","259","670","400"
"3184","0.53","39","5","1.06","false","negative","166","667","403"
"3181","0.53","39","5","1.06","false","negative","166","656","414"
"3187","0.53","39","5","1.06","false","negative","69","655","415"
"3183","0.53","39","5","1.06","false","negative","166","674","396"
"3189","0.53","39","5","1.06","false","negative","69","661","409"
"3188","0.53","39","5","1.06","false","negative","69","668","402"
"3185","0.53","39","5","1.06","false","negative","166","679","391"
"3177","0.53","39","5","1.05","false","negative","259","675","395"
"3186","0.53","39","5","1.06","false","negative","166","656","414"
"3190","0.53","39","5","1.06","false","negative","69","639","431"
"3182","0.53","39","5","1.06","false","negative","166","700","370"
"3180","0.53","39","5","1.05","false","negative","259","698","372"
"3184","0.53","39","5","1.06","false","negative","259","687","383"
"3188","0.53","39","5","1.06","false","negative","166","674","396"
"3187","0.53","39","5","1.06","false","negative","166","670","400"
"3181","0.53","39","5","1.06","false","negative","259","670","400"
"3183","0.53","39","5","1.06","false","negative","259","698","372"
"3185","0.53","39","5","1.06","false","negative","259","685","385"
"3191","0.53","39","5","1.06","false","negative","69","674","396"
"3186","0.53","39","5","1.06","false","negative","259","677","393"
"3193","0.53","39","5","1.06","false","negative","69","653","417"
"3192","0.53","39","5","1.06","false","negative","69","672","398"
"3190","0.53","39","5","1.06","false","negative","166","651","419"
"3196","0.53","39","5","1.06","false","negative","69","647","423"
"3182","0.53","39","5","1.06","false","negative","259","709","361"
"3195","0.53","39","5","1.06","false","negative","69","663","407"
"3188","0.53","39","5","1.06","false","negative","259","704","366"
"3194","0.53","39","5","1.06","false","negative","69","655","415"
"3187","0.53","39","5","1.06","false","negative","259","692","378"
"3189","0.53","39","5","1.06","false","negative","166","696","374"
"3193","0.53","39","5","1.06","false","negative","166","688","382"
"3191","0.53","39","5","1.06","false","negative","166","694","376"
"3196","0.53","39","5","1.06","false","negative","166","672","398"
"3199","0.53","39","5","1.06","false","negative","69","671","399"
"3192","0.53","39","5","1.06","false","negative","166","690","380"
"3198","0.53","39","5","1.06","false","negative","69","657","413"
"3200","0.53","39","5","1.06","false","negative","69","661","409"
"3189","0.53","39","5","1.06","false","negative","259","718","352"
"3190","0.53","39","5","1.06","false","negative","259","672","398"
"3195","0.53","39","5","1.06","false","negative","166","677","393"
"3194","0.53","39","5","1.06","false","negative","166","669","401"
"3193","0.53","39","5","1.06","false","negative","259","677","393"
"3197","0.53","39","5","1.06","false","negative","69","660","410"
"3201","0.53","39","5","1.06","false","negative","69","645","425"
"3196","0.53","39","5","1.06","false","negative","259","681","389"
"3199","0.53","39","5","1.06","false","negative","166","688","382"
"3191","0.53","39","5","1.06","false","negative","259","709","361"
"3202","0.53","39","5","1.06","false","negative","69","646","424"
"3203","0.53","39","5","1.06","false","negative","69","660","410"
"3200","0.53","39","5","1.06","false","negative","166","681","389"
"3192","0.53","39","5","1.06","false","negative","259","701","369"
"3195","0.53","39","5","1.06","false","negative","259","703","367"
"3198","0.53","39","5","1.06","false","negative","166","666","404"
"3197","0.53","39","5","1.06","false","negative","166","682","388"
"3204","0.53","39","5","1.06","false","negative","69","656","414"
"3194","0.53","39","5","1.06","false","negative","259","693","377"
"3201","0.53","39","5","1.06","false","negative","166","642","428"
"3205","0.53","39","5","1.06","false","negative","69","654","416"
"3199","0.53","39","5","1.06","false","negative","259","719","351"
"3203","0.53","39","5","1.06","false","negative","166","673","397"
"3207","0.53","39","5","1.06","false","negative","69","657","413"
"3206","0.53","39","5","1.06","false","negative","69","661","409"
"3202","0.53","39","5","1.06","false","negative","166","647","423"
"3200","0.53","39","5","1.06","false","negative","259","716","354"
"3204","0.53","39","5","1.06","false","negative","166","661","409"
"3197","0.53","39","5","1.06","false","negative","259","696","374"
"3208","0.53","39","5","1.06","false","negative","69","663","407"
"3209","0.53","39","5","1.06","false","negative","69","670","400"
"3201","0.53","39","5","1.06","false","negative","259","669","401"
"3198","0.53","39","5","1.06","false","negative","259","652","418"
"3203","0.53","39","5","1.06","false","negative","259","680","390"
"3211","0.53","39","5","1.07","false","negative","69","661","409"
"3210","0.53","39","5","1.06","false","negative","69","655","415"
"3207","0.53","39","5","1.06","false","negative","166","685","385"
"3204","0.53","39","5","1.06","false","negative","259","684","386"
"3212","0.53","39","5","1.07","false","negative","69","643","427"
